word,m.11,m.12,m.13,m.14,m.15,m.16,m.17,m.18,m.19,m.20,m.21,m.22,m.23,m.24
"nanuni",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"naomi",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"naou",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"nape",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nappe",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"narine",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"narval",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"nase",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nasim",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"nat",15,32,64,38,10,0,11,9,36,19,27,41,44,27
"natan",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"natanuni",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nathalie",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"natounet",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"natune",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"natunine",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nature",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"naturel",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"naturellement",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"natures",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"nau",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nauséabonds",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"navet",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"naviguer",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"navire",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"naît",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"naître",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"naɔ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"naʌ",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"naː",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ne",3,3,13,23,5,7,23,24,19,13,58,108,81,120
"nefs",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"neige",2,1,0,2,0,0,1,2,0,1,9,6,2,1
"neinein",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"nel",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"nenenenenen",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"nenet",0,0,1,0,0,0,0,0,0,2,0,0,0,0
"nenuco",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"nerf",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nerfs",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"nerveux",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"nescafé",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nestlé",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"net",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"nette",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"nettement",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nettoie",0,1,0,0,1,0,1,0,2,1,0,2,2,0
"nettoient",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"nettoies",0,0,0,0,0,0,0,0,0,2,0,2,2,0
"nettoyer",0,0,0,1,2,0,1,2,3,0,3,3,2,3
"nettoyé",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"neuf",0,4,1,1,2,1,2,2,0,1,1,2,8,1
"neuilly",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"neuve",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"neuves",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"neuvième",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"neveux",0,1,0,0,0,0,0,0,0,0,0,0,1,1
"newton",0,1,0,0,2,0,0,0,0,0,0,0,0,0
"nez",8,6,4,19,30,23,45,52,28,6,25,37,30,38
"nhn",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ni",2,0,4,1,0,2,0,4,1,1,1,0,0,1
"nia",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"nice",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"niche",0,0,1,0,0,0,0,2,0,0,1,0,0,1
"nicoco",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nicolas",0,0,0,0,0,0,0,0,0,5,0,6,0,0
"nid",0,0,1,0,0,0,0,0,0,0,0,1,1,2
"nids",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"nii",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"nil",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"nin",0,0,0,4,1,1,2,1,0,0,0,0,0,2
"nina",0,0,0,1,0,6,0,0,0,0,0,0,0,0
"nine",0,0,0,4,0,6,1,0,1,0,0,0,0,1
"ninet",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ninette",0,0,1,0,0,0,0,3,3,1,0,0,1,1
"ninettte",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nini",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ninin",0,0,1,3,0,1,1,0,2,0,0,0,0,1
"ninine",0,0,2,1,0,2,2,1,1,0,0,0,0,0
"ninjas",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ninoune",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ninu",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ninun",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"nique",1,0,1,0,0,0,0,0,0,0,0,0,2,0
"niquer",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nissan",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"niveau",0,0,0,1,1,1,1,1,0,0,1,2,2,1
"njanja",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"njanjanja",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"njoup",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nnwue",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"no",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"noam",0,0,0,1,2,0,0,0,0,0,0,0,0,0
"noeud",0,0,0,1,0,2,1,1,1,3,2,0,1,7
"noeuds",0,0,0,0,0,0,0,0,0,0,0,3,0,1
"noir",0,1,2,3,0,1,3,2,3,1,6,4,1,13
"noire",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"noires",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"noirs",0,0,0,0,0,1,1,0,0,0,0,1,0,2
"noisette",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"noisettes",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"noix",0,0,0,0,0,0,1,0,1,0,2,0,0,1
"nom",1,0,0,2,1,0,1,0,0,0,0,0,3,6
"nombre",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"nombreuse",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nombril",0,0,0,0,2,0,0,0,0,3,0,7,1,0
"nomme",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"noms",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"non",107,527,480,396,430,292,364,410,377,380,402,721,733,673
"nonante",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"none",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"nonettep",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nono",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"nonstop",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nord",0,0,0,0,0,0,0,2,0,0,1,0,0,0
"normal",0,1,0,1,1,1,1,0,2,1,0,1,1,2
"normalemant",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"normalement",0,3,7,1,3,3,2,6,5,3,3,2,9,2
"norme",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nos",0,0,1,0,0,1,1,0,0,2,0,0,3,1
"notamment",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"notations",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"note",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"noter",0,0,0,1,1,0,0,0,0,0,0,0,1,0
"notes",0,0,0,1,0,0,0,0,0,0,0,0,0,2
"notion",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"notre",0,0,4,2,2,1,0,0,5,2,1,5,2,3
"noté",0,0,0,0,0,0,0,0,0,0,3,2,2,0
"nouilles",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"noune",0,0,0,0,2,3,0,0,1,0,0,0,0,2
"nounes",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"nounette",0,0,0,0,0,0,0,0,0,1,0,1,0,0
"nounou",0,0,1,0,0,0,1,1,0,0,3,0,1,0
"nounoune",0,0,0,0,0,1,1,0,0,0,0,2,0,0
"nounounne",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nounours",2,0,5,3,5,6,15,10,10,5,3,20,3,41
"nounourserie",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nourrice",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nourrir",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nourriture",0,0,0,0,0,0,0,0,1,1,0,0,2,2
"nous",5,18,18,25,35,9,10,19,10,13,21,25,30,42
"nouveau",0,2,3,3,3,4,8,3,2,2,8,9,8,6
"nouveauté",0,0,1,0,0,1,0,0,1,0,1,0,0,0
"nouveautés",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nouveaux",0,1,0,1,1,0,0,2,0,0,0,0,1,2
"nouvelle",0,0,4,3,3,0,2,0,0,0,0,1,5,2
"nouvelles",0,1,0,0,2,0,0,0,0,0,1,0,1,1
"novembre",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"noyau",0,0,0,0,0,0,0,1,0,0,15,0,0,0
"noyaux",0,0,0,0,0,0,0,0,0,1,0,0,3,0
"noël",0,1,0,1,0,0,11,25,4,4,7,4,11,6
"nu",0,2,0,0,0,0,4,0,1,0,0,3,0,2
"nuage",0,0,3,0,0,0,0,2,1,2,0,2,0,0
"nuages",2,0,2,3,4,0,1,0,1,1,0,2,0,8
"nue",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"nuit",0,1,2,4,0,2,0,6,4,2,0,8,9,4
"nuits",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nuj",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"nul",0,1,0,0,0,1,0,0,1,0,0,1,1,1
"nulle",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"numéro",0,0,0,2,0,0,1,1,0,0,1,1,3,0
"numéros",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"nun",0,0,0,0,1,3,1,0,1,0,1,3,0,0
"nunet",0,0,0,0,0,0,0,0,0,1,0,1,0,0
"nunu",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"nunun",0,0,0,1,1,2,0,1,2,0,0,1,0,0
"nuque",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"nus",0,0,0,1,0,0,0,0,2,0,0,2,0,0
"nut",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nutella",0,0,0,0,1,0,0,1,0,0,0,0,0,0
"nyt",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"né",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nécessaire",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"née",0,1,2,0,0,0,0,0,0,0,0,0,0,1
"négotiations",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nénette",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"nénuco",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"nénuphar",1,0,0,0,0,0,0,0,0,0,2,0,0,0
"nénuphars",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"nés",1,0,0,0,0,0,0,0,0,1,3,0,0,0
"nîmes",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"nôtre",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"nöel",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"nɑŋ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"nɛ",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"nɛskafe",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"o",0,7,25,2,2,0,1,2,2,2,1,1,1,3
"oauis",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"oberos",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"objectif",0,0,0,0,0,0,0,0,0,0,0,3,0,1
"objectifs",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"objet",0,0,1,1,0,0,0,1,0,0,0,1,0,0
"objets",1,0,0,1,0,1,1,1,0,0,0,1,3,1
"obligé",2,0,1,4,2,1,3,1,1,3,1,2,2,1
"obligée",0,0,0,0,0,1,1,1,2,0,1,0,0,0
"obligés",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"obnubilé",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"observe",0,0,0,0,0,0,0,0,0,1,0,1,0,0
"observes",0,0,0,1,0,0,3,0,0,1,0,0,0,1
"observeur",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"observé",0,0,0,0,0,0,0,0,0,1,0,0,2,0
"obsession",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"obstacles",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"obstines",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"obtenu",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"obtient",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"obéis",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"occasion",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"occasions",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"occupe",0,1,0,3,0,1,0,0,0,2,1,2,2,4
"occuper",1,1,0,0,3,0,1,1,0,1,1,2,0,5
"occupes",0,0,0,1,0,1,0,0,0,0,0,0,0,0
"occupé",0,0,0,0,2,2,0,0,0,2,1,0,1,0
"occupée",0,0,1,0,0,0,0,0,0,0,0,2,0,1
"occurrence",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"octobre",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"océan",2,0,0,1,0,0,0,0,0,0,0,0,0,0
"océane",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"odeur",0,0,0,1,1,0,0,0,2,0,1,0,0,1
"odeurs",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"odile",0,0,0,0,0,0,0,1,0,10,2,0,0,0
"odéon",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"oeil",0,0,1,1,3,2,14,4,7,4,3,7,4,9
"oeuf",0,0,0,0,0,0,4,0,8,0,5,9,3,4
"oeufs",0,0,0,1,0,3,3,0,7,3,2,1,7,0
"oeuvre",0,0,1,0,0,0,0,0,0,0,1,0,0,1
"oeuvres",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"of",0,1,1,0,1,0,0,1,0,0,0,1,1,0
"offert",0,0,1,0,0,0,0,0,0,0,0,4,3,1
"offerte",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"officiel",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"offre",1,1,1,0,0,0,0,0,0,0,0,2,0,0
"offres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"offrir",0,0,0,1,0,0,1,0,0,0,0,0,2,0
"ogre",0,0,0,0,0,0,0,0,0,0,0,0,14,0
"oh",55,243,332,381,240,298,370,411,377,293,324,549,508,401
"ohla",0,0,0,0,0,1,0,0,0,2,1,0,0,0
"ohlala",0,0,0,1,0,1,3,0,0,1,0,0,0,0
"ohlalalalalala",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ohoh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ohohoh",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"oi",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"oie",0,0,0,0,0,0,0,0,0,4,0,0,2,5
"oies",0,0,0,0,0,0,0,1,0,2,0,0,3,2
"oignon",0,0,0,0,0,0,1,0,0,0,1,0,0,0
"oignons",0,2,0,0,0,0,0,2,0,0,1,0,1,0
"ois",0,1,2,0,1,1,0,1,2,1,0,0,1,0
"oiseau",1,0,8,9,10,5,4,4,25,13,11,37,23,30
"oiseaux",2,3,0,3,6,0,2,2,8,21,5,13,5,17
"oisons",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oisu",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ojaj",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ok",1,1,0,2,0,0,0,1,0,1,10,10,3,55
"okay",0,0,4,2,1,0,0,1,0,3,3,3,1,2
"oke",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ola",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"olaf",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"olala",0,1,1,0,1,0,0,0,0,0,0,0,0,0
"olalalala",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"olaolaola",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ole",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"olfactif",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"olive",0,1,2,0,0,0,0,0,0,2,0,0,1,1
"olives",0,0,0,0,0,0,0,0,0,3,0,1,5,0
"olivier",0,1,0,1,2,0,2,3,0,2,3,1,1,5
"olo",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"olé",0,0,0,0,9,1,0,0,0,0,2,0,0,0
"ombre",0,2,0,0,0,0,1,1,0,0,1,0,5,0
"ombrelle",0,0,0,0,0,2,0,0,0,0,1,0,0,0
"omelette",0,0,0,0,0,0,0,0,4,1,1,0,16,0
"omelettes",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"omo",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"on",83,277,377,379,348,355,418,477,481,402,530,777,809,742
"on-va-aller-là",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"oncle",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ondes",0,0,0,0,0,0,3,0,0,0,0,0,2,0
"ondulant",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"one",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ongle",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ongles",0,0,0,0,1,0,1,0,0,0,0,0,3,1
"ont",1,3,1,2,7,3,2,10,6,16,12,23,20,26
"onze",0,0,1,2,1,0,0,0,0,0,1,0,3,1
"ooh",0,0,0,0,0,0,0,0,0,0,1,0,1,1
"oooh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"op",0,3,4,1,1,0,1,1,1,1,0,2,3,1
"opf",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"opla",0,1,0,0,4,1,0,0,0,0,0,0,0,1
"opop",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"opposition",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oppositions",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"or",0,0,0,0,1,0,1,0,0,0,0,1,3,0
"orage",0,0,0,0,2,0,0,0,0,0,0,1,0,0
"orang",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"orange",0,6,0,8,2,6,4,2,8,3,17,8,29,18
"oranges",0,1,0,0,1,0,0,0,0,2,0,0,3,0
"orchestre",0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ordinateur",0,1,0,0,1,2,3,1,1,1,0,0,2,0
"ordre",0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ordres",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"oreille",1,3,0,13,1,3,2,1,12,0,4,9,9,4
"oreiller",0,0,0,0,1,0,2,0,0,0,0,1,0,1
"oreillers",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oreilles",6,5,5,6,13,15,5,10,13,5,22,22,11,12
"organisation",0,1,0,0,0,0,0,2,0,0,0,0,0,0
"organise",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"orienter",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"origine",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"origines",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ornithorynque",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"orque",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"orteil",0,0,0,0,0,0,0,0,3,0,0,0,0,0
"orteils",0,0,0,0,0,0,0,0,4,0,0,0,0,7
"os",0,0,1,1,2,0,4,5,0,0,0,0,0,5
"oscar",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ose",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"osean",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"oses",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"osi",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"osé",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otarie",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"other",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otite",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otowaʃ",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ou",3,21,23,29,15,28,32,38,18,37,58,76,75,66
"ouaaah",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ouaf",0,0,0,9,0,0,0,0,2,0,0,0,0,2
"ouafouaf",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ouah",0,0,1,3,2,0,5,1,1,2,4,2,4,1
"ouahr",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ouai",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ouais",16,118,188,114,161,130,170,163,202,202,123,183,247,149
"ouaoua",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"oubilé",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"oublie",0,1,2,0,1,0,1,1,1,0,3,0,2,0
"oublier",0,0,0,2,0,1,0,3,1,0,0,0,0,0
"oublies",0,1,0,1,0,0,0,0,1,1,0,0,0,0
"oublié",0,4,1,5,1,2,3,8,5,4,4,8,11,10
"oubliés",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ouf",1,5,5,14,3,1,7,6,2,2,9,4,5,4
"ouh",10,75,89,113,72,75,63,100,79,62,73,96,76,76
"ouhla",0,0,0,0,0,2,1,0,0,0,0,0,0,0
"ouhlala",0,0,0,0,0,2,2,0,0,0,0,0,0,0
"ouhou",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"ouhouhouh",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ouhouhouhouh",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"oui",84,199,344,316,252,286,275,371,364,307,651,890,887,910
"ouias",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ouille",9,8,33,20,10,5,28,14,26,13,15,6,12,14
"ouillle",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ouin",0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ouistiti",0,0,0,0,0,7,0,1,1,0,0,0,0,1
"oula",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"oulala",0,0,0,0,0,0,2,0,0,0,0,1,0,0
"oup",0,13,12,25,1,9,4,4,5,11,2,15,5,8
"oupla",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"oups",0,4,2,3,14,7,3,2,1,1,1,10,2,7
"ours",2,0,10,8,4,2,11,24,17,17,10,15,37,4
"ourse",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ourson",0,0,0,0,0,0,0,0,0,2,0,1,0,0
"oust",0,0,1,2,0,0,0,0,0,0,0,0,0,0
"ouste",0,0,0,0,0,0,1,0,0,0,0,1,1,0
"outan",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"outans",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"outil",0,0,0,0,1,0,0,0,1,0,0,1,0,0
"outils",0,0,0,0,0,0,0,1,3,0,0,1,0,1
"ouv",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ouvert",0,6,2,0,2,3,2,3,1,4,5,9,4,4
"ouverte",0,0,0,0,0,0,0,1,4,0,0,3,0,0
"ouvertes",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ouverts",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ouverture",0,1,0,0,0,0,0,0,0,0,0,0,2,0
"ouvrage",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ouvre",3,14,9,10,10,12,7,18,10,8,15,10,26,46
"ouvres",0,13,0,1,4,0,2,7,3,0,3,7,4,5
"ouvresla",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ouvriers",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ouvrir",3,7,6,8,1,1,13,7,10,5,21,36,15,22
"ouvrirai",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ouwa",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ouïe",0,0,0,0,3,8,0,0,7,0,1,1,1,0
"oy",0,0,0,0,0,0,0,0,0,0,0,1,0,3
"oyaiyaie",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oyé",0,0,0,0,1,0,0,0,0,0,0,1,0,0
"où",37,97,124,129,85,125,163,188,198,151,151,287,242,236
"oɲoɲoɲoɲoɲ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oː",0,1,0,1,0,0,1,1,2,0,0,0,0,0
"õ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"õle",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"p",0,0,0,0,0,0,0,0,0,1,0,1,3,5
"p'",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"pa",0,0,0,0,0,0,0,0,0,0,1,3,2,0
"paaapa",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"paapa",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"pac",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"pacha",0,0,0,2,0,1,0,0,0,1,1,0,0,0
"padaboum",0,0,0,0,0,0,1,0,2,0,0,0,0,0
"paddington",0,0,0,1,0,0,0,6,0,0,0,0,0,0
"padington",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"paf",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"page",0,6,5,4,5,2,6,3,1,4,5,10,5,27
"pages",0,1,4,0,1,2,2,1,1,1,3,4,0,2
"paie",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"paillasse",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"paille",0,0,0,0,0,1,3,0,0,0,0,0,1,0
"paillettes",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"pain",2,9,10,9,0,10,19,13,11,0,2,14,31,16
"pakpak",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"palestine",0,0,0,0,0,6,0,0,0,0,0,0,0,0
"palmier",0,0,0,0,0,0,1,0,0,0,0,0,4,0
"palmiers",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"pam",0,0,0,0,0,1,0,0,0,3,0,0,0,0
"pame",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"pampers",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pamé",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"pan",0,0,0,0,0,1,0,2,1,0,0,0,0,12
"pan-pan",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"panda",0,0,0,0,0,0,0,0,0,0,2,0,0,3
"panier",8,2,1,1,4,1,1,2,0,2,3,6,9,10
"paniers",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"panini",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"paniques",0,0,0,1,0,0,0,0,0,0,0,0,0,0
